		1.61676E+12	OBD	FUL	VIN	OAL	EGT	EVT				
*TS2617	866758049135151	1619311265125	GPS:3;N36.399583;E10.144361;0;0;1.17	STT:242;0	MGR:166029	ADC:0;12.94;1;36.32;2;4.16	EGT:12026	EVT:1#				
*TS2618	866758049135151	1619312265225	GPS:3;N36.399583;E10.144361;0;0;1.17	STT:242;0	MGR:166029	ADC:0;12.81;1;36.32;2;4.16	EGT:12031	EVT:1#				
*TS2619	866758049135151	1619313265325	GPS:3;N36.399583;E10.144361;0;0;1.50	STT:242;0	MGR:166029	ADC:0;12.66;1;36.13;2;4.16	EGT:12036	EVT:1#				
*TS2620	866758049135151	1619314265425	GPS:3;N36.399583;E10.144361;0;0;1.17	STT:202;0	MGR:166029	ADC:0;12.74;1;36.32;2;4.16	EGT:12038	EVT:F0;40#				
*TS2621	866758049135151	1619315265525	GPS:3;N36.399583;E10.144361;0;0;1.17	STT:202;0	MGR:166029	ADC:0;12.78;1;36.32;2;4.16	EGT:12038	EVT:1#				
*TS2622	866758049135151	1619316265625	GPS:3;N36.399583;E10.144361;0;0;1.17	STT:202;0	MGR:166029	ADC:0;12.78;1;36.32;2;4.16	EGT:12038	EVT:1#				
*TS2623	866758049135151	1619317265725	GPS:3;N36.399583;E10.144361;0;0;1.17	STT:202;0	MGR:166029	ADC:0;12.66;1;36.13;2;4.16	EGT:12038	EVT:1#				
*TS2624	866758049135151	1619318265825	GPS:3;N36.399583;E10.144361;0;154;1.17	STT:202;0	MGR:166029	ADC:0;12.61;1;36.32;2;4.16	EGT:12038	EVT:1#				
*TS2625	866758049135151	1619319265925	GPS:3;N36.399583;E10.144361;0;0;1.17	STT:202;0	MGR:166029	ADC:0;12.56;1;36.34;2;4.16	EGT:12038	EVT:1#				
*TS2626	866758049135151	1619320266025	GPS:3;N36.399583;E10.144361;0;0;1.17	STT:202;0	MGR:166029	ADC:0;12.63;1;36.50;2;4.16	EGT:12038	EVT:1#				
*TS2627	866758049135151	1619321266125	GPS:3;N36.399583;E10.144361;0;0;1.40	STT:202;0	MGR:166029	ADC:0;12.72;1;36.32;2;4.16	EGT:12038	EVT:1#				
*TS2628	866758049135151	1619322266225	GPS:3;N36.399583;E10.144361;0;0;1.35	STT:202;0	MGR:166029	ADC:0;12.61;1;36.32;2;4.16	EGT:12038	EVT:1#				
*TS2629	866758049135151	1619323266325	GPS:3;N36.399583;E10.144361;0;0;1.21	STT:202;0	MGR:166029	ADC:0;12.64;1;36.50;2;4.16	EGT:12038	EVT:1#				
*TS2630	866758049135151	1619324266425	GPS:3;N36.399583;E10.144361;0;0;1.16	STT:202;0	MGR:166029	ADC:0;12.66;1;36.50;2;4.16	EGT:12038	EVT:1#				
*TS2631	866758049135151	1619325266525	GPS:3;N36.399583;E10.144361;0;0;1.16	STT:202;0	MGR:166029	ADC:0;12.68;1;36.50;2;4.16	EGT:12038	EVT:1#				
*TS2632	866758049135151	1619326266625	GPS:3;N36.399583;E10.144361;0;0;1.16	STT:202;0	MGR:166029	ADC:0;12.71;1;36.32;2;4.16	EGT:12038	EVT:1#				
*TS2633	866758049135151	1619327266725	GPS:3;N36.399583;E10.144361;0;0;1.16	STT:202;0	MGR:166029	ADC:0;12.74;1;36.50;2;4.16	EGT:12038	EVT:1#				
*TS2634	866758049135151	1619328266825	GPS:3;N36.399583;E10.144361;0;0;1.16	STT:202;0	MGR:166029	ADC:0;12.74;1;36.50;2;4.16	EGT:12038	EVT:1#				
*TS2635	866758049135151	1619329266925	GPS:3;N36.399583;E10.144361;0;0;1.16	STT:202;0	MGR:166029	ADC:0;12.66;1;36.50;2;4.16	EGT:12038	EVT:1#				
*TS2636	866758049135151	1619330267025	GPS:3;N36.399583;E10.144361;0;0;1.16	STT:202;0	MGR:166029	ADC:0;12.69;1;36.50;2;4.16	EGT:12038	EVT:1#				
*TS2637	866758049135151	1619331267125	GPS:3;N36.399583;E10.144361;0;0;1.16	STT:200;0	MGR:166029	ADC:0;12.66;1;36.50;2;4.16	EGT:12038	EVT:F0;2#				
*TS2638	866758049135151	1619332267225	GPS:3;N36.399583;E10.144361;0;0;1.16	STT:200;0	MGR:166029	ADC:0;12.77;1;36.50;2;4.16	EGT:12038	EVT:1#				
*TS2639	866758049135151	1619333267325	GPS:3;N36.399583;E10.144361;0;0;1.16	STT:200;0	MGR:166029	ADC:0;12.80;1;36.50;2;4.16	EGT:12038	EVT:1#				
*TS2640	866758049135151	1619334267425	GPS:3;N36.399583;E10.144361;0;0;1.16	STT:200;0	MGR:166029	ADC:0;12.77;1;36.50;2;4.16	EGT:12038	EVT:1#				
*TS2641	866758049135151	1619335267525	GPS:3;N36.399583;E10.144361;0;0;1.16	STT:200;0	MGR:166029	ADC:0;12.69;1;36.50;2;4.16	EGT:12038	EVT:1#				
*TS2642	866758049135151	1619336267625	GPS:3;N36.399583;E10.144361;0;0;1.16	STT:200;0	MGR:166029	ADC:0;12.77;1;36.50;2;4.16	EGT:12038	EVT:1#				
*TS2643	866758049135151	1619337267725	GPS:3;N36.399583;E10.144361;0;0;1.16	STT:200;0	MGR:166029	ADC:0;12.74;1;36.50;2;4.16	EGT:12038	EVT:1#				
*TS2644	866758049135151	1619338267825	GPS:3;N36.399583;E10.144361;0;0;1.16	STT:200;0	MGR:166029	ADC:0;12.77;1;36.50;2;4.16	EGT:12038	EVT:1#				
*TS2645	866758049135151	1619339267925	GPS:3;N36.399583;E10.144361;0;0;1.15	STT:200;0	MGR:166029	ADC:0;12.75;1;36.50;2;4.16	EGT:12038	EVT:1#				
*TS2646	866758049135151	1619340268025	GPS:3;N36.399583;E10.144361;0;0;1.15	STT:200;0	MGR:166029	ADC:0;12.74;1;36.50;2;4.16	EGT:12038	EVT:1#				
*TS2647	866758049135151	1619341268125	GPS:3;N36.399583;E10.144361;0;0;1.15	STT:200;0	MGR:166029	ADC:0;12.55;1;36.50;2;4.16	EGT:12038	EVT:1#				
*TS2648	866758049135151	1619342268225	GPS:3;N36.399583;E10.144361;0;0;1.15	STT:200;0	MGR:166029	ADC:0;12.77;1;36.71;2;4.16	EGT:12038	EVT:1#				
*TS2649	866758049135151	1619343268325	GPS:3;N36.399583;E10.144361;0;0;1.08	STT:200;0	MGR:166029	ADC:0;12.75;1;36.69;2;4.16	EGT:12038	EVT:1#				
*TS2650	866758049135151	1619344268425	GPS:3;N36.399583;E10.144361;0;0;1.15	STT:200;0	MGR:166029	ADC:0;12.77;1;36.50;2;4.16	EGT:12038	EVT:1#				
*TS2651	866758049135151	1619345268525	GPS:3;N36.399583;E10.144361;0;0;1.15	STT:200;0	MGR:166029	ADC:0;12.77;1;36.50;2;4.16	EGT:12038	EVT:1#				
*TS2652	866758049135151	1619346268625	GPS:3;N36.399583;E10.144361;0;0;1.15	STT:200;0	MGR:166029	ADC:0;12.77;1;36.71;2;4.16	EGT:12038	EVT:1#				
*TS2653	866758049135151	1619347268725	GPS:3;N36.399583;E10.144361;0;0;1.15	STT:200;0	MGR:166029	ADC:0;12.78;1;36.50;2;4.16	EGT:12038	EVT:1#				
*TS2654	866758049135151	1619348268825	GPS:3;N36.399583;E10.144361;0;0;1.15	STT:200;0	MGR:166029	ADC:0;12.66;1;36.50;2;4.16	EGT:12038	EVT:1#				
*TS2655	866758049135151	1619349268925	GPS:3;N36.399583;E10.144361;0;0;1.15	STT:200;0	MGR:166029	ADC:0;12.77;1;36.69;2;4.16	EGT:12038	EVT:1#				
*TS2656	866758049135151	1619350269025	GPS:3;N36.399583;E10.144361;0;0;1.15	STT:0;0	MGR:166029	ADC:0;12.78;1;36.50;2;4.16	EGT:12038	EVT:F0;200#				
*TS2657	866758049135151	1619351269125	GPS:3;N36.399583;E10.144361;0;0;1.15	STT:0;0	MGR:166029	ADC:0;12.77;1;36.69;2;4.16	EGT:12038	EVT:1#				
*TS2658	866758049135151	1619352269225	GPS:3;N36.399583;E10.144361;0;0;0.93	STT:0;0	MGR:166029	ADC:0;12.71;1;34.58;2;4.16	EGT:12038	EVT:1#				
*TS2659	866758049135151	1619353269325	TRP:10:27:43-19.03.20;10:36:08-19.03.20;36.404426;10.146157;36.399583;10.144361;165063;166029;1;102237;105624;71;28;2551#									
*TS2660	866758049135151	1619354269425	GPS:3;N36.399583;E10.144361;0;0;1.12	STT:0;0	MGR:166029	ADC:0;12.50;1;34.42;2;4.16	EGT:12038	EVT:1#				
*TS2661	866758049135151	1619355269525	GPS:3;N36.399583;E10.144361;0;0;0.95	STT:0;0	MGR:166029	ADC:0;12.59;1;34.80;2;4.16	EGT:12038	EVT:1#				
*TS2662	866758049135151	1619356269625	GPS:3;N36.399583;E10.144361;0;0;0.80	STT:0;0	MGR:166029	ADC:0;12.56;1;35.17;2;4.16	EGT:12038	EVT:1#				
*TS2663	866758049135151	1619357269725	GPS:3;N36.399583;E10.144361;0;0;0.88	STT:0;0	MGR:166029	ADC:0;12.54;1;35.54;2;4.16	EGT:12038	EVT:1#				
*TS2664	866758049135151	1619358269825	GPS:3;N36.399583;E10.144361;0;0;0.96	STT:0;0	MGR:166029	ADC:0;12.51;1;35.73;2;4.16	EGT:12038	EVT:1#				
*TS2665	866758049135151	1619359269925	GPS:3;N36.399583;E10.144361;0;0;0.86	STT:0;0	MGR:166029	ADC:0;12.54;1;35.92;2;4.16	EGT:12038	EVT:1#				
*TS2666	866758049135151	1619360270025	GPS:3;N36.399583;E10.144361;0;0;0.99	STT:0;0	MGR:166029	ADC:0;12.54;1;36.29;2;4.16	EGT:12038	EVT:1#				
*TS2667	866758049135151	1619361270125	GPS:3;N36.399583;E10.144361;0;0;0.99	STT:0;0	MGR:166029	ADC:0;12.54;1;36.29;2;4.16	EGT:12038	EVT:1#				
*TS2668	866758049135151	1619362270225	GPS:3;N36.399583;E10.144361;0;0;1.07	STT:0;0	MGR:166029	ADC:0;12.54;1;36.29;2;4.16	EGT:12038	EVT:1#				
*TS2669	866758049135151	1619363270326	GPS:3;N36.399583;E10.144361;0;0;1.09	STT:0;0	MGR:166029	ADC:0;12.54;1;36.69;2;4.16	EGT:12038	EVT:1#				
*TS2670	866758049135151	1619364270426	GPS:3;N36.399583;E10.144361;0;0;1.08	STT:0;0	MGR:166029	ADC:0;12.50;1;36.88;2;4.16	EGT:12038	EVT:1#				
*TS2671	866758049135151	1619365270526	GPS:3;N36.399583;E10.144361;0;0;1.31	STT:0;0	MGR:166029	ADC:0;12.54;1;37.44;2;4.16	EGT:12038	EVT:1#				
*TS2672	866758049135151	1619366270626	GPS:3;N36.399583;E10.144361;0;0;1.34	STT:0;0	MGR:166029	ADC:0;12.52;1;37.81;2;4.16	EGT:12038	EVT:1#				
*TS2673	866758049135151	1619367270726	GPS:3;N36.399544;E10.144442;0;0;1.14	STT:240;0	MGR:166029	ADC:0;14.00;1;38.98;2;4.16	OBD:310540410C0E38310D00413119C4	FUL1:105632	VIN:WVWZZZ3CZFE056369			
*TS2674	866758049135151	1619368270826	GPS:3;N36.399544;E10.144442;0;0;1.14	STT:240;0	MGR:166029	ADC:0;13.82;1;39.16;2;4.16	OBD:310540410C0E38310D00413119C4	FUL1:105653				
*TS2675	866758049135151	1619369270926	GPS:3;N36.399544;E10.144442;0;0;3.37	STT:240;0	MGR:166029	ADC:0;13.94;1;39.16;2;4.16	OBD:310540410C0B0C310D00413119C4	FUL1:105678				
*TS2676	866758049135151	1619370271026	GPS:3;N36.399544;E10.144442;0;0;3.37	STT:240;0	MGR:166029	ADC:0;13.89;1;39.16;2;4.16	OBD:310540410C0B3A310D00413119C4	FUL1:105698				
*TS2677	866758049135151	1619371271126	GPS:3;N36.399544;E10.144442;0;0;3.37	STT:240;0	MGR:166029	ADC:0;13.91;1;39.16;2;4.16	OBD:310540410C0B3A310D00413119C4	FUL1:105718				
*TS2678	866758049135151	1619372271226	GPS:3;N36.399608;E10.144370;0;0;2.43	STT:240;0	MGR:166029	ADC:0;13.91;1;39.35;2;4.16	OBD:310540410C0B72310D00413119C4	FUL1:105738				
*TS2679	866758049135151	1619373271326	GPS:3;N36.399608;E10.144370;0;0;2.43	STT:240;0	MGR:166029	ADC:0;13.96;1;39.35;2;4.16	OBD:310540410C0B74310D00413119C4	FUL1:105758				
*TS2680	866758049135151	1619374271426	GPS:3;N36.399608;E10.144370;0;0;2.43	STT:240;0	MGR:166029	ADC:0;13.88;1;39.35;2;4.16	OBD:310541410C0B74310D00413119C4	FUL1:105778				
*TS2681	866758049135151	1619375271526	GPS:3;N36.399625;E10.144306;0;0;2.43	STT:240;0	MGR:166029	ADC:0;13.83;1;39.54;2;4.16	OBD:310542410C0B28310D00413119C4	FUL1:105798				
*TS2682	866758049135151	1619376271626	GPS:3;N36.399625;E10.144306;0;0;1.14	STT:240;0	MGR:166029	ADC:0;14.05;1;39.72;2;4.16	OBD:310543410C0D1C310D01413119C4	FUL1:105820				
*TS2683	866758049135151	1619377271726	GPS:3;N36.399625;E10.144306;0;0;1.22	STT:A40;0	MGR:166029	ADC:0;13.91;1;39.72;2;4.16	OBD:310543410C0D1C310D01413119C4	FUL1:105844				
*TS2684	866758049135151	1619378271826	GPS:3;N36.399625;E10.144306;0;0;1.22	STT:A40;0	MGR:166029	ADC:0;14.00;1;39.54;2;4.16	OBD:310543410C0BB8310D01413119C4	FUL1:105860				
*TS2685	866758049135151	1619379271926	GPS:3;N36.399535;E10.144487;10;131;1.11	STT:A40;0	MGR:166030	ADC:0;13.99;1;39.72;2;4.16	OBD:310544410C1264310D03413119C4	FUL1:105894				
*TS2686	866758049135151	1619380272026	GPS:3;N36.399498;E10.144538;12;138;1.04	STT:A40;0	MGR:166037	ADC:0;14.00;1;39.91;2;4.16	OBD:310545410C101E310D0F413119C4	FUL1:105914				
*TS2687	866758049135151	1619381272126	GPS:3;N36.399463;E10.144597;14;120;1.04	STT:A40;0	MGR:166045	ADC:0;14.03;1;39.91;2;4.16	OBD:310545410C101E310D0F413119C4	FUL1:105929				
*TS2688	866758049135151	1619382272226	GPS:3;N36.399458;E10.144638;15;105;1.23	STT:A42;0	MGR:166049	ADC:0;14.08;1;39.72;2;4.16	OBD:310545410C101E310D0F413119C4	FUL1:105934				
*TS2689	866758049135151	1619383272326	GPS:3;N36.399469;E10.144679;16;85;1.23	STT:A42;0	MGR:166054	ADC:0;14.06;1;39.72;2;4.16	OBD:310545410C101E310D0F413119C4	FUL1:105939				
*TS2690	866758049135151	1619384272426	GPS:3;N36.399507;E10.144696;11;41;1.23	STT:A42;0	MGR:166058	ADC:0;14.05;1;39.91;2;4.16	OBD:310545410C101E310D0F413119C4	FUL1:105948				
*TS2691	866758049135151	1619385272526	GPS:3;N36.399544;E10.144704;12;352;1.23	STT:A42;0	MGR:166061	ADC:0;14.08;1;39.91;2;4.16	OBD:310546410C1330310D12413119C4	FUL1:105957				
*TS2692	866758049135151	1619386272626	GPS:3;N36.399578;E10.144684;17;321;1.23	STT:A42;0	MGR:166065	ADC:0;14.03;1;39.91;2;4.16	OBD:310546410C1330310D12413119C4	FUL1:105966				
*TS2693	866758049135151	1619387272726	GPS:3;N36.399603;E10.144634;19;301;1.23	STT:A42;0	MGR:166070	ADC:0;14.05;1;39.91;2;4.16	OBD:310546410C1330310D12413119C4	FUL1:105974				
*TS2694	866758049135151	1619388272826	GPS:3;N36.399622;E10.144574;20;294;1.14	STT:A42;0	MGR:166076	ADC:0;14.06;1;39.91;2;4.16	OBD:310546410C1330310D12413119C4	FUL1:105982				
*TS2695	866758049135151	1619389272926	GPS:3;N36.399636;E10.144526;19;300;1.14	STT:A42;0	MGR:166082	ADC:0;13.97;1;39.91;2;4.16	OBD:310546410C1464310D13413119C4	FUL1:105990				
*TS2696	866758049135151	1619390273026	GPS:3;N36.399663;E10.144478;19;309;1.14	STT:A42;0	MGR:166088	ADC:0;14.05;1;39.91;2;4.16	OBD:310546410C1464310D13413119C4	FUL1:105995				
*TS2697	866758049135151	1619391273126	GPS:3;N36.399696;E10.144439;18;321;1.14	STT:A42;0	MGR:166094	ADC:0;14.08;1;39.91;2;4.16	OBD:310546410C1464310D13413119C4	FUL1:106000				
*TS2698	866758049135151	1619392273226	GPS:3;N36.399734;E10.144413;18;332;1.14	STT:A42;0	MGR:166099	ADC:0;14.06;1;39.91;2;4.16	OBD:310546410C1464310D13413119C4	FUL1:106005				
*TS2699	866758049135151	1619393273326	GPS:3;N36.399778;E10.144393;18;338;1.14	STT:A42;0	MGR:166104	ADC:0;14.08;1;39.91;2;4.16	OBD:310546410C1464310D13413119C4	FUL1:106013				
*TS2700	866758049135151	1619394273426	GPS:3;N36.399827;E10.144379;19;343;1.14	STT:A42;0	MGR:166110	ADC:0;14.03;1;39.91;2;4.16	OBD:310548410C156A310D14413119C4	FUL1:106021				
*TS2701	866758049135151	1619395273526	GPS:3;N36.400090;E10.144284;24;340;1.04	STT:A42;0	MGR:166142	ADC:0;14.15;1;40.30;2;4.16	OBD:310548410C156A310D14413119C4	FUL1:106084				
*TS2702	866758049135151	1619396273626	GPS:3;N36.400402;E10.144163;27;341;1.04	STT:A42;0	MGR:166180	ADC:0;14.11;1;40.10;2;4.16	OBD:310549410C1CF6310D1B413119C4	FUL1:106122				
*TS2703	866758049135151	1619397273726	GPS:3;N36.400718;E10.144038;25;341;1.04	STT:A42;0	MGR:166219	ADC:0;14.13;1;40.10;2;4.16	OBD:31054A410C1B22310D19413119C4	FUL1:106155				
*TS2704	866758049135151	1619398273826	GPS:3;N36.400983;E10.143949;16;351;1.04	STT:A42;0	MGR:166251	ADC:0;13.99;1;40.10;2;4.16	OBD:31054B410C1B22310D19413119C4	FUL1:106180				
*TS2705	866758049135151	1619399273926	GPS:3;N36.401022;E10.143951;15;0;1.04	STT:A42;0	MGR:166256	ADC:0;14.13;1;40.10;2;4.16	OBD:31054B410C0FDA310D0F413119C4	FUL1:106184				
*TS2706	866758049135151	1619400274026	GPS:3;N36.401059;E10.143963;14;16;1.04	STT:A42;0	MGR:166260	ADC:0;14.17;1;40.10;2;4.16	OBD:31054B410C0FDA310D0F413119C4	FUL1:106188				
*TS2707	866758049135151	1619401274126	GPS:3;N36.401096;E10.143983;15;25;1.04	STT:A42;0	MGR:166264	ADC:0;14.15;1;40.49;2;4.16	OBD:31054B410C0FDA310D0F413119C4	FUL1:106192				
*TS2708	866758049135151	1619402274226	GPS:3;N36.401231;E10.144031;20;13;1.04	STT:A42;0	MGR:166279	ADC:0;14.19;1;40.10;2;4.16	OBD:31054C410C15A6310D14413119C4	FUL1:106205				
*TS2709	866758049135151	1619403274326	GPS:3;N36.401285;E10.144057;21;23;1.04	STT:A42;0	MGR:166285	ADC:0;14.22;1;40.28;2;4.16	OBD:31054C410C15A6310D14413119C4	FUL1:106210				
*TS2710	866758049135151	1619404274426	GPS:3;N36.401332;E10.144090;21;29;1.04	STT:A42;0	MGR:166291	ADC:0;14.14;1;40.28;2;4.16	OBD:31054C410C15A6310D14413119C4	FUL1:106215				
*TS2711	866758049135151	1619405274526	GPS:3;N36.401595;E10.144301;28;34;1.14	STT:A42;0	MGR:166327	ADC:0;14.22;1;40.28;2;4.16	OBD:31054C410C1A28310D18413119C4	FUL1:106251				
*TS2712	866758049135151	1619406274626	GPS:3;N36.401896;E10.144581;31;40;1.04	STT:A42;0	MGR:166372	ADC:0;14.22;1;40.28;2;4.16	OBD:31054D410C1FE0310D1E413119C4	FUL1:106297				
*TS2713	866758049135151	1619407274726	GPS:3;N36.402179;E10.144887;25;32;1.04	STT:A42;0	MGR:166416	ADC:0;14.25;1;40.47;2;4.16	OBD:31054D410C216E310D1F413119C4	FUL1:106350				
*TS2714	866758049135151	1619408274826	GPS:3;N36.402231;E10.144917;23;23;1.04	STT:A42;0	MGR:166423	ADC:0;14.21;1;40.68;2;4.16	OBD:31054D410C216E310D1F413119C4	FUL1:106375				
*TS2715	866758049135151	1619409274926	GPS:3;N36.402294;E10.144938;26;16;1.04	STT:A42;0	MGR:166430	ADC:0;14.22;1;40.68;2;4.16	OBD:31054E410C2042310D1E413119C4	FUL1:106400				
*TS2716	866758049135151	1619410275026	GPS:3;N36.402690;E10.145099;35;25;1.04	STT:A42;0	MGR:166477	ADC:0;14.32;1;40.49;2;4.16	OBD:31054E410C2042310D1E413119C4	FUL1:106481				
*TS2717	866758049135151	1619411275126	GPS:3;N36.402998;E10.145303;33;30;1.04	STT:A42;0	MGR:166517	ADC:0;14.36;1;40.47;2;4.16	OBD:31054F410C2454310D22413119C4	FUL1:106511				
*TS2718	866758049135151	1619412275226	GPS:3;N36.403354;E10.145565;33;33;1.04	STT:A42;0	MGR:166564	ADC:0;14.19;1;40.86;2;4.16	OBD:31054F410C2248310D20413119C4	FUL1:106546				
*TS2719	866758049135151	1619413275326	GPS:3;N36.403725;E10.145855;35;34;1.15	STT:A42;0	MGR:166614	ADC:0;14.33;1;40.86;2;4.16	OBD:310550410C2436310D22413119C4	FUL1:106581				
*TS2720	866758049135151	1619414275426	GPS:3;N36.404062;E10.146155;30;34;1.15	STT:A42;0	MGR:166663	ADC:0;14.33;1;40.86;2;4.16	OBD:310551410C241C310D22413119C4	FUL1:106616				
*TS2721	866758049135151	1619415275526	GPS:3;N36.404265;E10.146323;20;24;1.15	STT:A42;0	MGR:166693	ADC:0;14.25;1;40.86;2;4.16	OBD:310551410C1C8A310D1B413119C4	FUL1:106638				
*TS2722	866758049135151	1619416275626	GPS:3;N36.404305;E10.146342;16;19;1.15	STT:A42;0	MGR:166698	ADC:0;14.23;1;41.05;2;4.16	OBD:310551410C1C8A310D1B413119C4	FUL1:106641				
*TS2723	866758049135151	1619417275726	GPS:3;N36.404373;E10.146367;13;14;1.15	STT:A42;0	MGR:166706	ADC:0;14.00;1;40.65;2;4.16	OBD:310552410C0ED2310D0E413119C4	FUL1:106647				
*TS2724	866758049135151	1619418275826	GPS:3;N36.404431;E10.146392;11;22;1.04	STT:A42;0	MGR:166714	ADC:0;14.09;1;40.86;2;4.16	OBD:310552410C0ED2310D0E413119C4	FUL1:106653				
*TS2725	866758049135151	1619419275926	GPS:3;N36.404454;E10.146408;8;30;1.04	STT:A42;0	MGR:166717	ADC:0;14.04;1;40.86;2;4.16	OBD:310552410C0ED2310D0E413119C4	FUL1:106656				
*TS2726	866758049135151	1619420276026	GPS:3;N36.404484;E10.146448;9;59;1.11	STT:A42;0	MGR:166722	ADC:0;14.15;1;41.05;2;4.16	OBD:310552410C0F76310D06413119C4	FUL1:106668				
*TS2727	866758049135151	1619421276126	GPS:3;N36.404506;E10.146481;3;54;2.18	STT:A42;0	MGR:166724	ADC:0;14.27;1;41.05;2;4.16	OBD:310552410C0F76310D06413119C4	FUL1:106703				
*TS2728	866758049135151	1619422276226	GPS:3;N36.404545;E10.146526;21;46;2.18	STT:A42;0	MGR:166728	ADC:0;14.33;1;41.05;2;4.16	OBD:310552410C0F76310D06413119C4	FUL1:106738				
*TS2729	866758049135151	1619423276326	GPS:3;N36.404594;E10.146574;24;39;2.18	STT:A42;0	MGR:166735	ADC:0;14.24;1;40.84;2;4.16	OBD:310552410C1D76310D1C413119C4	FUL1:106773				
*TS2730	866758049135151	1619424276426	GPS:3;N36.404654;E10.146624;18;33;1.29	STT:A42;0	MGR:166741	ADC:0;14.29;1;41.05;2;4.16	OBD:310552410C1D76310D1C413119C4	FUL1:106782				
*TS2731	866758049135151	1619425276526	GPS:3;N36.404722;E10.146669;29;27;1.04	STT:A42;0	MGR:166748	ADC:0;14.09;1;41.05;2;4.16	OBD:310552410C1D76310D1C413119C4	FUL1:106791				
*TS2732	866758049135151	1619426276626	GPS:3;N36.404780;E10.146701;21;20;1.04	STT:A42;0	MGR:166755	ADC:0;14.15;1;41.05;2;4.16	OBD:310552410C1D76310D1C413119C4	FUL1:106800				
*TS2733	866758049135151	1619427276726	GPS:3;N36.404821;E10.146703;30;350;1.04	STT:A42;0	MGR:166763	ADC:0;14.18;1;41.05;2;4.16	OBD:310552410C1D76310D1C413119C4	FUL1:106804				
*TS2734	866758049135151	1619428276826	GPS:3;N36.404846;E10.146683;12;315;1.04	STT:A42;0	MGR:166769	ADC:0;13.90;1;41.24;2;4.16	OBD:310552410C0C20310D0B413119C4	FUL1:106808				
*TS2735	866758049135151	1619429276926	GPS:3;N36.404857;E10.146656;9;288;1.04	STT:A42;0	MGR:166772	ADC:0;13.81;1;41.05;2;4.16	OBD:310552410C0C20310D0B413119C4	FUL1:106812				
*TS2736	866758049135151	1619430277026	GPS:3;N36.404850;E10.146684;4;288;1.04	STT:A42;0	MGR:166782	ADC:0;14.16;1;41.24;2;4.16	OBD:310553410C0ADE310D04413119C4	FUL1:106829				
*TS2737	866758049135151	1619431277126	GPS:3;N36.404835;E10.146682;8;207;1.04	STT:A42;0	MGR:166785	ADC:0;14.16;1;41.24;2;4.16	OBD:310553410C150A310D09413119C4	FUL1:106872				
*TS2738	866758049135151	1619432277226	GPS:3;N36.404700;E10.146583;17;214;1.04	STT:A42;0	MGR:166802	ADC:0;14.32;1;41.24;2;4.16	OBD:310554410C2102310D10413119C4	FUL1:106916				
*TS2739	866758049135151	1619433277326	GPS:3;N36.404604;E10.146513;13;205;1.04	STT:A42;0	MGR:166816	ADC:0;14.26;1;41.24;2;4.16	OBD:310554410C2102310D10413119C4	FUL1:106938				
*TS2740	866758049135151	1619434277426	GPS:3;N36.404490;E10.146428;11;220;1.29	STT:A42;0	MGR:166832	ADC:0;14.13;1;41.42;2;4.16	OBD:310555410C185C310D0C413119C4	FUL1:106965				
*TS2741	866758049135151	1619435277526	GPS:3;N36.404469;E10.146413;8;212;1.29	STT:A42;0	MGR:166835	ADC:0;14.02;1;41.42;2;4.16	OBD:310555410C185C310D0C413119C4	FUL1:106969				
*TS2742	866758049135151	1619436277626	GPS:3;N36.404470;E10.146408;2;212;1.04	STT:A42;0	MGR:166839	ADC:0;14.12;1;41.42;2;4.16	OBD:310555410C0F2A310D00413119C4	FUL1:106995				
*TS2743	866758049135151	1619437277726	GPS:3;N36.404488;E10.146409;0;212;1.04	STT:A42;0	MGR:166841	ADC:0;13.14;1;41.42;2;4.16	OBD:310556410C0AD2310D01413119C4	FUL1:107010				
*TS2744	866758049135151	1619438277826	GPS:3;N36.404488;E10.146409;0;0;2.19	STT:A42;0	MGR:166841	ADC:0;14.12;1;41.61;2;4.16	OBD:310557410C0AC0310D00413119C4	FUL1:107026				
*TS2745	866758049135151	1619439277926	GPS:3;N36.404488;E10.146409;0;0;1.11	STT:A42;0	MGR:166841	ADC:0;14.12;1;41.61;2;4.16	OBD:310557410C0B0A310D00413119C4	FUL1:107043				
*TS2746	866758049135151	1619440278026	GPS:3;N36.404473;E10.146407;6;195;1.04	STT:A42;0	MGR:166843	ADC:0;14.16;1;41.61;2;4.16	OBD:310558410C1750310D00413119C4	FUL1:107078				
*TS2747	866758049135151	1619441278126	GPS:3;N36.404454;E10.146391;11;216;1.04	STT:A42;0	MGR:166846	ADC:0;14.27;1;41.61;2;4.16	OBD:310558410C1750310D00413119C4	FUL1:107088				
*TS2748	866758049135151	1619442278226	GPS:3;N36.404411;E10.146316;14;237;1.04	STT:A42;0	MGR:166851	ADC:0;14.05;1;41.61;2;4.16	OBD:310558410C15B4310D0F413119C4	FUL1:107104				
*TS2749	866758049135151	1619443278326	GPS:3;N36.404406;E10.146216;18;269;1.04	STT:A42;0	MGR:166861	ADC:0;14.15;1;41.40;2;4.16	OBD:310558410C15B4310D0F413119C4	FUL1:107137				
*TS2750	866758049135151	1619444278426	GPS:3;N36.404426;E10.146068;25;275;1.04	STT:A42;0	MGR:166874	ADC:0;14.18;1;41.61;2;4.16	OBD:310559410C1E66310D1D413119C4	FUL1:107187				
